Customer_ID,final_churn_probability,Risk_Level,Primary_Reason
CID01953,0.20846637,Low Risk,Avg_Trade_Return
CID00233,0.20841445,Low Risk,Email_Open_Rate
CID00506,0.2078018,Low Risk,Account_Age
CID00359,0.2078003,Low Risk,Win_Rate
CID00057,0.20718461,Low Risk,Win_Rate
CID00070,0.20718239,Low Risk,Engagement_Score
CID01660,0.20674773,Low Risk,Engagement_Score
CID01698,0.20669277,Low Risk,Email_Open_Rate
CID01928,0.20655173,Low Risk,Trades_30D
CID00586,0.20645082,Low Risk,Engagement_Score
CID00983,0.2063725,Low Risk,Avg_Trade_Return
CID00922,0.20636292,Low Risk,Account_Age
CID00352,0.20615098,Low Risk,PnL_Percent
CID01021,0.2058386,Low Risk,Win_Rate
CID00459,0.20503443,Low Risk,Avg_Trade_Return
CID00858,0.20469813,Low Risk,Win_Rate
CID00815,0.20437704,Low Risk,Drawdown
CID00433,0.20424296,Low Risk,Win_Rate
CID00530,0.2040874,Low Risk,PnL_Percent
CID00105,0.20408109,Low Risk,Avg_Trade_Return
CID00283,0.20392409,Low Risk,Win_Rate
CID01854,0.20364839,Low Risk,Avg_Trade_Return
CID01403,0.20342265,Low Risk,Win_Rate
CID00695,0.20305917,Low Risk,Win_Rate
CID00760,0.20303558,Low Risk,Win_Rate
CID01398,0.20276023,Low Risk,Login_Drop_Percent
CID01984,0.20260727,Low Risk,Win_Rate
CID01430,0.20250903,Low Risk,Win_Rate
CID00130,0.20246024,Low Risk,Account_Age
CID01615,0.20243378,Low Risk,Email_Open_Rate
CID01916,0.2019457,Low Risk,Avg_Trade_Return
CID01345,0.20177901,Low Risk,Avg_Trade_Return
CID01046,0.20096093,Low Risk,Drawdown
CID00112,0.2008953,Low Risk,Win_Rate
CID01442,0.20074518,Low Risk,Withdrawal_Ratio
CID00242,0.20034085,Low Risk,Win_Rate
CID00820,0.20029849,Low Risk,Account_Age
CID01024,0.20021819,Low Risk,Login_Drop_Percent
CID01439,0.20018423,Low Risk,Account_Age
CID01831,0.19970252,Low Risk,Win_Rate
CID00290,0.19966586,Low Risk,Avg_Trade_Return
CID01758,0.19956867,Low Risk,Avg_Trade_Return
CID00800,0.19915843,Low Risk,Win_Rate
CID00054,0.19912814,Low Risk,Account_Age
CID01494,0.19877982,Low Risk,Win_Rate
CID01320,0.19874325,Low Risk,Avg_Trade_Return
CID00813,0.19850603,Low Risk,Win_Rate
CID01261,0.19846903,Low Risk,Email_Open_Rate
CID00490,0.19829859,Low Risk,Avg_Trade_Return
CID00657,0.19815062,Low Risk,PnL_Percent
CID01968,0.19770241,Low Risk,Push_Click_Rate
CID01185,0.19742963,Low Risk,Win_Rate
CID01695,0.19729966,Low Risk,Win_Rate
CID01933,0.19688058,Low Risk,Avg_Trade_Return
CID00624,0.19683002,Low Risk,Engagement_Score
CID01756,0.19656627,Low Risk,Account_Age
CID00643,0.19624871,Low Risk,Avg_Trade_Return
CID00021,0.19617662,Low Risk,Withdrawal_Ratio
CID01411,0.19592714,Low Risk,Win_Rate
CID00044,0.1958641,Low Risk,Win_Rate
CID00840,0.19578423,Low Risk,Win_Rate
CID00616,0.19575977,Low Risk,Avg_Trade_Return
CID01241,0.19566506,Low Risk,PnL_Percent
CID01642,0.1955237,Low Risk,Login_Drop_Percent
CID01432,0.19539545,Low Risk,Email_Open_Rate
CID01948,0.19538227,Low Risk,Win_Rate
CID01768,0.19522609,Low Risk,Account_Age
CID00732,0.1949081,Low Risk,Push_Click_Rate
CID01335,0.19456537,Low Risk,Email_Open_Rate
CID01559,0.19441472,Low Risk,Push_Click_Rate
CID01422,0.19431928,Low Risk,PnL_Percent
CID00104,0.19418548,Low Risk,Win_Rate
CID01924,0.19410439,Low Risk,Account_Age
CID00518,0.1936641,Low Risk,Avg_Trade_Return
CID00241,0.19334663,Low Risk,Win_Rate
CID00875,0.19332966,Low Risk,Win_Rate
CID00436,0.19314092,Low Risk,PnL_Percent
CID01667,0.19278835,Low Risk,Win_Rate
CID01682,0.1925604,Low Risk,Withdrawal_Ratio
CID01531,0.1923579,Low Risk,Win_Rate
CID01177,0.19206262,Low Risk,Avg_Trade_Return
CID01309,0.19193655,Low Risk,Win_Rate
CID01342,0.19152208,Low Risk,Win_Rate
CID00212,0.19136159,Low Risk,Win_Rate
CID00411,0.19096816,Low Risk,Avg_Trade_Return
CID01692,0.19080028,Low Risk,Email_Open_Rate
CID00851,0.19008666,Low Risk,Win_Rate
CID00881,0.19000287,Low Risk,Email_Open_Rate
CID01104,0.18973054,Low Risk,Win_Rate
CID00037,0.18962508,Low Risk,Win_Rate
CID01676,0.18913797,Low Risk,PnL_Percent
CID01728,0.18839103,Low Risk,Avg_Trade_Return
CID00063,0.18836108,Low Risk,Avg_Trade_Return
CID01311,0.18833882,Low Risk,Withdrawals
CID01986,0.18817388,Low Risk,Account_Age
CID00023,0.1881596,Low Risk,Email_Open_Rate
CID01042,0.18804416,Low Risk,Engagement_Score
CID00024,0.18757635,Low Risk,Avg_Trade_Return
CID00202,0.18741764,Low Risk,Drawdown
CID00343,0.18725403,Low Risk,Deposits
CID00619,0.18708953,Low Risk,Engagement_Score
CID01362,0.18707085,Low Risk,Email_Open_Rate
CID00421,0.18698902,Low Risk,Win_Rate
CID00485,0.18686299,Low Risk,Win_Rate
CID00688,0.18649478,Low Risk,Avg_Trade_Return
CID00319,0.18645926,Low Risk,Portfolio_Value
CID00107,0.18645722,Low Risk,Win_Rate
CID01975,0.18599552,Low Risk,Win_Rate
CID00363,0.1858666,Low Risk,PnL_Percent
CID01590,0.18577486,Low Risk,Win_Rate
CID01213,0.18573575,Low Risk,Account_Age
CID01049,0.18572806,Low Risk,Win_Rate
CID01690,0.1857234,Low Risk,Push_Click_Rate
CID00646,0.18557571,Low Risk,Win_Rate
CID01350,0.18543823,Low Risk,Deposits
CID00499,0.18543781,Low Risk,Avg_Trade_Return
CID00047,0.18539898,Low Risk,Win_Rate
CID00764,0.18538012,Low Risk,Win_Rate
CID01513,0.18480887,Low Risk,Win_Rate
CID01460,0.18477277,Low Risk,Account_Age
CID01463,0.18472812,Low Risk,Avg_Trade_Return
CID01829,0.18458559,Low Risk,Email_Open_Rate
CID01941,0.18454039,Low Risk,Email_Open_Rate
CID01199,0.18382576,Low Risk,Win_Rate
CID00698,0.18376489,Low Risk,Win_Rate
CID00932,0.18373115,Low Risk,Avg_Trade_Return
CID01343,0.18366434,Low Risk,Push_Click_Rate
CID01684,0.18329257,Low Risk,Email_Open_Rate
CID00650,0.18309493,Low Risk,Win_Rate
CID00542,0.18304065,Low Risk,Email_Open_Rate
CID01556,0.18295425,Low Risk,Win_Rate
CID00180,0.18236148,Low Risk,Win_Rate
CID00078,0.18217567,Low Risk,Email_Open_Rate
CID00502,0.18210457,Low Risk,Avg_Trade_Return
CID01767,0.18207671,Low Risk,Win_Rate
CID00710,0.18101595,Low Risk,Avg_Trade_Return
CID00520,0.18100996,Low Risk,PnL_Percent
CID00344,0.18092665,Low Risk,Win_Rate
CID00390,0.18080105,Low Risk,Win_Rate
CID01474,0.18071346,Low Risk,Email_Open_Rate
CID01535,0.18048258,Low Risk,PnL_Percent
CID00252,0.18045902,Low Risk,Drawdown
CID01588,0.18023822,Low Risk,Account_Age
CID00855,0.17997809,Low Risk,Avg_Trade_Return
CID00129,0.17995197,Low Risk,Win_Rate
CID01704,0.17993987,Low Risk,Win_Rate
CID00959,0.1797434,Low Risk,Win_Rate
CID00550,0.17961912,Low Risk,PnL_Percent
CID00441,0.17957759,Low Risk,Engagement_Score
CID00053,0.17955773,Low Risk,Avg_Trade_Return
CID01291,0.17955269,Low Risk,Email_Open_Rate
CID01126,0.17953533,Low Risk,Win_Rate
CID00398,0.17953077,Low Risk,Login_30D
CID00313,0.17918228,Low Risk,Win_Rate
CID01771,0.17882036,Low Risk,Win_Rate
CID00353,0.1781645,Low Risk,Push_Click_Rate
CID00901,0.17812401,Low Risk,Avg_Trade_Return
CID01932,0.17798916,Low Risk,Win_Rate
CID01340,0.17792974,Low Risk,Avg_Trade_Return
CID01079,0.17756169,Low Risk,Avg_Trade_Return
CID01033,0.17755714,Low Risk,Win_Rate
CID00824,0.17755473,Low Risk,Avg_Trade_Return
CID00139,0.17738517,Low Risk,PnL_Percent
CID01611,0.17721844,Low Risk,Avg_Trade_Return
CID00133,0.17716683,Low Risk,PnL_Percent
CID01496,0.1770361,Low Risk,Portfolio_Value
CID01146,0.17698972,Low Risk,Email_Open_Rate
CID01878,0.17684174,Low Risk,Win_Rate
CID01406,0.17679112,Low Risk,Push_Click_Rate
CID00121,0.17652719,Low Risk,Avg_Trade_Return
CID00198,0.17589657,Low Risk,Engagement_Score
CID01118,0.17588674,Low Risk,PnL_Percent
CID01447,0.17588341,Low Risk,Engagement_Score
CID00665,0.17587514,Low Risk,Win_Rate
CID00147,0.17571236,Low Risk,Account_Age
CID01101,0.1756441,Low Risk,Win_Rate
CID01111,0.17563157,Low Risk,PnL_Percent
CID01009,0.17503473,Low Risk,Win_Rate
CID00480,0.17498681,Low Risk,Win_Rate
CID01019,0.17476761,Low Risk,Account_Age
CID01859,0.17462061,Low Risk,Win_Rate
CID00286,0.17436853,Low Risk,PnL_Percent
CID00020,0.17428184,Low Risk,Deposits
CID00833,0.1741591,Low Risk,Account_Age
CID01125,0.17385463,Low Risk,Win_Rate
CID00615,0.17361884,Low Risk,Win_Rate
CID01972,0.17361873,Low Risk,Avg_Trade_Return
CID01971,0.17350987,Low Risk,Engagement_Score
CID00071,0.17318782,Low Risk,Avg_Trade_Return
CID01912,0.17312573,Low Risk,Win_Rate
CID00722,0.1729394,Low Risk,Email_Open_Rate
CID00793,0.1728319,Low Risk,Account_Age
CID01399,0.17244902,Low Risk,Win_Rate
CID01798,0.1721528,Low Risk,PnL_Percent
CID01269,0.17198409,Low Risk,PnL_Percent
CID01068,0.17177111,Low Risk,Win_Rate
CID01212,0.1717446,Low Risk,Win_Rate
CID00634,0.1717443,Low Risk,Win_Rate
CID00157,0.17168476,Low Risk,Win_Rate
CID00526,0.17159417,Low Risk,Win_Rate
CID01791,0.17154425,Low Risk,PnL_Percent
CID00379,0.17152958,Low Risk,Avg_Trade_Return
CID01661,0.17149831,Low Risk,Engagement_Score
CID00591,0.17146888,Low Risk,Engagement_Score
CID00639,0.17130627,Low Risk,Email_Open_Rate
CID00804,0.17122516,Low Risk,Engagement_Score
CID00937,0.17120709,Low Risk,Avg_Trade_Return
CID00165,0.17112322,Low Risk,Win_Rate
CID00124,0.17109726,Low Risk,Trades_30D
CID01663,0.17080988,Low Risk,PnL_Percent
CID01166,0.17080073,Low Risk,Win_Rate
CID00450,0.170664,Low Risk,Win_Rate
CID01659,0.1706423,Low Risk,Win_Rate
CID00955,0.17059863,Low Risk,Avg_Trade_Return
CID01178,0.17037933,Low Risk,Win_Rate
CID00755,0.1701938,Low Risk,Email_Open_Rate
CID00376,0.17016535,Low Risk,Win_Rate
CID01364,0.17009062,Low Risk,Avg_Trade_Return
CID00554,0.17004603,Low Risk,Win_Rate
CID00276,0.16950954,Low Risk,Push_Click_Rate
CID00669,0.16932268,Low Risk,Win_Rate
CID01267,0.16920467,Low Risk,Drawdown
CID00792,0.1691202,Low Risk,Win_Rate
CID01482,0.16898607,Low Risk,Account_Age
CID00270,0.1689608,Low Risk,Win_Rate
CID01921,0.16882564,Low Risk,PnL_Percent
CID01137,0.16872843,Low Risk,Win_Rate
CID01475,0.16870137,Low Risk,Withdrawals
CID00847,0.16856775,Low Risk,Win_Rate
CID00645,0.16847095,Low Risk,Win_Rate
CID00173,0.16819255,Low Risk,Win_Rate
CID01175,0.168023,Low Risk,Win_Rate
CID01027,0.16799143,Low Risk,Win_Rate
CID00555,0.16776302,Low Risk,Account_Age
CID01252,0.16772296,Low Risk,Win_Rate
CID00427,0.16768281,Low Risk,Email_Open_Rate
CID00694,0.16759992,Low Risk,Win_Rate
CID01662,0.16748932,Low Risk,Win_Rate
CID01450,0.1674386,Low Risk,Win_Rate
CID01259,0.167419,Low Risk,Email_Open_Rate
CID00976,0.16735172,Low Risk,Win_Rate
CID00027,0.16722356,Low Risk,Avg_Trade_Return
CID00989,0.16716985,Low Risk,Avg_Trade_Return
CID00988,0.16695368,Low Risk,Push_Click_Rate
CID01070,0.16694333,Low Risk,Win_Rate
CID00126,0.16656272,Low Risk,Avg_Trade_Return
CID01325,0.1665266,Low Risk,Email_Open_Rate
CID01604,0.16565871,Low Risk,Win_Rate
CID00951,0.1654393,Low Risk,Win_Rate
CID01102,0.16537307,Low Risk,Win_Rate
CID00420,0.16508764,Low Risk,Avg_Trade_Return
CID00185,0.16497408,Low Risk,Drawdown
CID00930,0.16483985,Low Risk,Win_Rate
CID01417,0.16483028,Low Risk,Win_Rate
CID01344,0.16477121,Low Risk,PnL_Percent
CID00011,0.1646715,Low Risk,Push_Click_Rate
CID01322,0.16466227,Low Risk,Win_Rate
CID00629,0.16460848,Low Risk,Avg_Trade_Return
CID01993,0.16455713,Low Risk,Win_Rate
CID01087,0.16451485,Low Risk,Win_Rate
CID00332,0.16437264,Low Risk,Engagement_Score
CID01925,0.16437052,Low Risk,Avg_Trade_Return
CID00468,0.16419458,Low Risk,Avg_Trade_Return
CID00219,0.16414727,Low Risk,Win_Rate
CID00573,0.16407354,Low Risk,Win_Rate
CID00048,0.16404715,Low Risk,Win_Rate
CID00927,0.16397971,Low Risk,Avg_Trade_Return
CID00254,0.1639278,Low Risk,Account_Age
CID00007,0.16384147,Low Risk,Withdrawal_Ratio
CID01515,0.16369687,Low Risk,Avg_Trade_Return
CID01283,0.16354829,Low Risk,Engagement_Score
CID01893,0.16341104,Low Risk,Avg_Trade_Return
CID00371,0.16335505,Low Risk,Avg_Trade_Return
CID01043,0.16327646,Low Risk,Email_Open_Rate
CID00236,0.16326033,Low Risk,Win_Rate
CID01754,0.16304597,Low Risk,Avg_Trade_Return
CID01677,0.1629408,Low Risk,Engagement_Score
CID01476,0.16274692,Low Risk,Win_Rate
CID01017,0.16271454,Low Risk,Withdrawal_Ratio
CID00340,0.16265401,Low Risk,Engagement_Score
CID00553,0.16224395,Low Risk,PnL_Percent
CID00924,0.16222256,Low Risk,Win_Rate
CID00809,0.16221519,Low Risk,Avg_Trade_Return
CID00396,0.16206582,Low Risk,Win_Rate
CID00966,0.16192108,Low Risk,Avg_Trade_Return
CID00455,0.1618806,Low Risk,Withdrawal_Ratio
CID00424,0.16184185,Low Risk,Win_Rate
CID01718,0.16180043,Low Risk,Account_Age
CID01601,0.16163278,Low Risk,Win_Rate
CID01952,0.16161378,Low Risk,Win_Rate
CID00001,0.16159904,Low Risk,Avg_Trade_Return
CID01847,0.16140433,Low Risk,Email_Open_Rate
CID00038,0.16136287,Low Risk,PnL_Percent
CID00565,0.16132481,Low Risk,Email_Open_Rate
CID01421,0.1610913,Low Risk,Avg_Trade_Return
CID01746,0.16101201,Low Risk,Win_Rate
CID01740,0.16091894,Low Risk,Win_Rate
CID01967,0.16081874,Low Risk,Avg_Trade_Return
CID01404,0.16056645,Low Risk,Win_Rate
CID01368,0.16051799,Low Risk,Win_Rate
CID01990,0.16041155,Low Risk,Account_Age
CID01628,0.16018775,Low Risk,Win_Rate
CID00543,0.16013423,Low Risk,Withdrawal_Ratio
CID01744,0.15989752,Low Risk,Engagement_Score
CID01839,0.15982571,Low Risk,Win_Rate
CID01183,0.15979,Low Risk,Win_Rate
CID01922,0.15942563,Low Risk,Account_Age
CID00302,0.1593497,Low Risk,Push_Click_Rate
CID00978,0.1592731,Low Risk,Engagement_Score
CID00045,0.15913007,Low Risk,Win_Rate
CID00462,0.1587695,Low Risk,Push_Click_Rate
CID00072,0.15863782,Low Risk,Account_Age
CID01141,0.15846601,Low Risk,Drawdown
CID01895,0.15834406,Low Risk,Account_Age
CID00017,0.15833323,Low Risk,Win_Rate
CID01414,0.15813391,Low Risk,Win_Rate
CID00365,0.15801708,Low Risk,Email_Open_Rate
CID01571,0.15795347,Low Risk,Win_Rate
CID00803,0.157811,Low Risk,Win_Rate
CID00439,0.15770008,Low Risk,Engagement_Score
CID01254,0.15765053,Low Risk,Avg_Trade_Return
CID00097,0.15752573,Low Risk,Email_Open_Rate
CID00143,0.15751055,Low Risk,Win_Rate
CID01641,0.15747051,Low Risk,Win_Rate
CID00040,0.15722118,Low Risk,Win_Rate
CID01703,0.1568278,Low Risk,Withdrawal_Ratio
CID00175,0.15682432,Low Risk,Win_Rate
CID01064,0.15669657,Low Risk,Login_30D
CID00965,0.1560626,Low Risk,PnL_Percent
CID01841,0.15604992,Low Risk,Login_Drop_Percent
CID00465,0.15603788,Low Risk,Avg_Trade_Return
CID01862,0.15575597,Low Risk,Email_Open_Rate
CID00253,0.15571208,Low Risk,Win_Rate
CID00125,0.15565017,Low Risk,Withdrawal_Ratio
CID01396,0.15562701,Low Risk,Avg_Trade_Return
CID01127,0.15554053,Low Risk,Push_Click_Rate
CID00162,0.15552719,Low Risk,Avg_Trade_Return
CID00489,0.15548235,Low Risk,Avg_Trade_Return
CID00152,0.1553272,Low Risk,Win_Rate
CID00294,0.15525828,Low Risk,Engagement_Score
CID00740,0.15510677,Low Risk,Win_Rate
CID01616,0.15506494,Low Risk,Avg_Trade_Return
CID01887,0.15501563,Low Risk,Win_Rate
CID00006,0.15498269,Low Risk,Win_Rate
CID00890,0.15477847,Low Risk,Avg_Trade_Return
CID01310,0.15471919,Low Risk,Win_Rate
CID00187,0.15470298,Low Risk,Win_Rate
CID00495,0.15468894,Low Risk,Avg_Trade_Return
CID01743,0.15467434,Low Risk,Account_Age
CID00029,0.154545,Low Risk,Win_Rate
CID01092,0.15448128,Low Risk,Win_Rate
CID00081,0.15441765,Low Risk,Win_Rate
CID01691,0.15439314,Low Risk,Withdrawals
CID01390,0.15436798,Low Risk,Avg_Trade_Return
CID01944,0.15427521,Low Risk,Win_Rate
CID00908,0.15413597,Low Risk,Portfolio_Value
CID00431,0.15409835,Low Risk,Win_Rate
CID01051,0.15400375,Low Risk,Win_Rate
CID01409,0.15386076,Low Risk,Withdrawals
CID00791,0.1538194,Low Risk,Engagement_Score
CID01824,0.15359648,Low Risk,Win_Rate
CID01649,0.15334916,Low Risk,PnL_Percent
CID00277,0.15323758,Low Risk,Win_Rate
CID00617,0.15316676,Low Risk,Win_Rate
CID01648,0.15313727,Low Risk,Engagement_Score
CID00772,0.1531174,Low Risk,Email_Open_Rate
CID00116,0.15307651,Low Risk,Win_Rate
CID01646,0.15300843,Low Risk,Win_Rate
CID01010,0.15285523,Low Risk,Avg_Trade_Return
CID01242,0.1526202,Low Risk,Push_Click_Rate
CID00972,0.15257208,Low Risk,Win_Rate
CID00136,0.15249386,Low Risk,Account_Age
CID01582,0.15201852,Low Risk,Email_Open_Rate
CID01988,0.15194352,Low Risk,Account_Age
CID01151,0.1516957,Low Risk,Win_Rate
CID00083,0.15168051,Low Risk,PnL_Percent
CID00524,0.151522,Low Risk,Email_Open_Rate
CID00575,0.15123656,Low Risk,Avg_Trade_Return
CID00335,0.15116116,Low Risk,Email_Open_Rate
CID01837,0.15111421,Low Risk,Win_Rate
CID00042,0.150989,Low Risk,Avg_Trade_Return
CID00052,0.15095824,Low Risk,Avg_Trade_Return
CID01996,0.15052757,Low Risk,Win_Rate
CID00940,0.15052338,Low Risk,Win_Rate
CID00895,0.1504788,Low Risk,PnL_Percent
CID01897,0.15045789,Low Risk,Avg_Trade_Return
CID01920,0.1504088,Low Risk,Win_Rate
CID00878,0.15034086,Low Risk,Drawdown
CID01207,0.15012696,Low Risk,Avg_Trade_Return
CID00237,0.14993101,Low Risk,Email_Open_Rate
CID00920,0.1496014,Low Risk,Email_Open_Rate
CID01120,0.14913882,Low Risk,Win_Rate
CID01750,0.14900106,Low Risk,Win_Rate
CID01109,0.14880286,Low Risk,Win_Rate
CID01147,0.14875826,Low Risk,Avg_Trade_Return
CID01418,0.14868608,Low Risk,Win_Rate
CID01836,0.14860925,Low Risk,Win_Rate
CID00720,0.14857155,Low Risk,Email_Open_Rate
CID01632,0.14857031,Low Risk,Account_Age
CID00676,0.14837639,Low Risk,Win_Rate
CID00103,0.14836876,Low Risk,Engagement_Score
CID01520,0.14832194,Low Risk,Login_Drop_Percent
CID00997,0.14793591,Low Risk,PnL_Percent
CID00464,0.14790112,Low Risk,Trade_Drop_Percent
CID00865,0.14782645,Low Risk,Win_Rate
CID01880,0.14780535,Low Risk,Win_Rate
CID01336,0.14777796,Low Risk,Win_Rate
CID00995,0.14776604,Low Risk,Avg_Trade_Return
CID00686,0.14762641,Low Risk,Win_Rate
CID00374,0.14754418,Low Risk,Avg_Trade_Return
CID01997,0.14733565,Low Risk,Trades_30D
CID00779,0.14713033,Low Risk,Avg_Trade_Return
CID01246,0.14704055,Low Risk,PnL_Percent
CID00906,0.14696445,Low Risk,PnL_Percent
CID01869,0.14690031,Low Risk,Avg_Trade_Return
CID01423,0.14684407,Low Risk,Win_Rate
CID00699,0.14680193,Low Risk,Win_Rate
CID01775,0.14677556,Low Risk,PnL_Percent
CID00257,0.1466756,Low Risk,Avg_Trade_Return
CID01405,0.14638595,Low Risk,Avg_Trade_Return
CID01569,0.14633982,Low Risk,Avg_Trade_Return
CID01195,0.14626758,Low Risk,Win_Rate
CID00293,0.14611995,Low Risk,Win_Rate
CID01858,0.14610285,Low Risk,Drawdown
CID01554,0.14610162,Low Risk,Win_Rate
CID01388,0.14607997,Low Risk,Avg_Trade_Return
CID00434,0.14601989,Low Risk,Email_Open_Rate
CID01819,0.14586751,Low Risk,Engagement_Score
CID01317,0.1458638,Low Risk,Email_Open_Rate
CID00631,0.1458475,Low Risk,Account_Age
CID00385,0.14578274,Low Risk,Deposits
CID00860,0.14570029,Low Risk,Account_Age
CID01312,0.14548762,Low Risk,Win_Rate
CID01802,0.14519455,Low Risk,Win_Rate
CID00620,0.14516981,Low Risk,Avg_Trade_Return
CID00440,0.14501914,Low Risk,Avg_Trade_Return
CID00028,0.14488891,Low Risk,Engagement_Score
CID00145,0.14486109,Low Risk,Win_Rate
CID01883,0.14485534,Low Risk,Win_Rate
CID00228,0.14484897,Low Risk,Avg_Trade_Return
CID01699,0.14483722,Low Risk,Win_Rate
CID00086,0.14467694,Low Risk,Engagement_Score
CID00781,0.14464307,Low Risk,Push_Click_Rate
CID01472,0.1445866,Low Risk,Portfolio_Value
CID00451,0.14455527,Low Risk,Withdrawals
CID00324,0.14448284,Low Risk,Win_Rate
CID00511,0.14446837,Low Risk,Win_Rate
CID01637,0.14446054,Low Risk,Avg_Trade_Return
CID01981,0.14432448,Low Risk,Win_Rate
CID01561,0.144292,Low Risk,Email_Open_Rate
CID00807,0.14414963,Low Risk,Account_Age
CID00025,0.14399958,Low Risk,Win_Rate
CID00706,0.14398442,Low Risk,PnL_Percent
CID01026,0.14387716,Low Risk,Login_Drop_Percent
CID00821,0.14363427,Low Risk,Win_Rate
CID00897,0.14350247,Low Risk,Win_Rate
CID01532,0.14349344,Low Risk,Email_Open_Rate
CID01757,0.14346161,Low Risk,Email_Open_Rate
CID01544,0.14308865,Low Risk,Avg_Trade_Return
CID01903,0.14299354,Low Risk,Engagement_Score
CID00734,0.14294568,Low Risk,Push_Click_Rate
CID01874,0.14285012,Low Risk,Avg_Trade_Return
CID01372,0.14270017,Low Risk,Email_Open_Rate
CID00204,0.14255477,Low Risk,Avg_Trade_Return
CID01305,0.1420081,Low Risk,PnL_Percent
CID01434,0.14186959,Low Risk,Email_Open_Rate
CID01654,0.14186871,Low Risk,Win_Rate
CID01486,0.14183298,Low Risk,Account_Age
CID00383,0.14182016,Low Risk,Trades_30D
CID01487,0.14179179,Low Risk,Win_Rate
CID01917,0.1416103,Low Risk,Win_Rate
CID00221,0.1413615,Low Risk,Engagement_Score
CID00348,0.14120497,Low Risk,Avg_Trade_Return
CID00059,0.14114122,Low Risk,Account_Age
CID00182,0.14111878,Low Risk,Withdrawal_Ratio
CID01908,0.1411102,Low Risk,Win_Rate
CID00744,0.14102907,Low Risk,Login_Drop_Percent
CID01918,0.14100246,Low Risk,Win_Rate
CID00601,0.14093293,Low Risk,Email_Open_Rate
CID01008,0.14074329,Low Risk,Withdrawal_Ratio
CID01349,0.14073588,Low Risk,Withdrawal_Ratio
CID01373,0.140658,Low Risk,Win_Rate
CID01658,0.14061698,Low Risk,Drawdown
CID01884,0.1405979,Low Risk,Withdrawal_Ratio
CID00552,0.14045441,Low Risk,Win_Rate
CID01483,0.14045164,Low Risk,Win_Rate
CID00476,0.14034809,Low Risk,Engagement_Score
CID01523,0.14004263,Low Risk,Win_Rate
CID01065,0.139835,Low Risk,Account_Age
CID00718,0.1395744,Low Risk,Avg_Trade_Return
CID01348,0.13946442,Low Risk,Win_Rate
CID00659,0.13923274,Low Risk,Engagement_Score
CID00267,0.13914503,Low Risk,Engagement_Score
CID00298,0.13903378,Low Risk,Engagement_Score
CID00271,0.13893665,Low Risk,Engagement_Score
CID00516,0.13872217,Low Risk,Win_Rate
CID01711,0.13851768,Low Risk,Login_Drop_Percent
CID01200,0.13850929,Low Risk,Win_Rate
CID01570,0.1384775,Low Risk,Win_Rate
CID00835,0.13843428,Low Risk,Win_Rate
CID00778,0.13827841,Low Risk,Login_Drop_Percent
CID00150,0.13785422,Low Risk,Email_Open_Rate
CID02000,0.13760895,Low Risk,Withdrawal_Ratio
CID00194,0.13754214,Low Risk,Push_Click_Rate
CID01112,0.1373048,Low Risk,Withdrawal_Ratio
CID01852,0.13725801,Low Risk,Portfolio_Value
CID01444,0.13724601,Low Risk,Account_Age
CID00273,0.13698378,Low Risk,Engagement_Score
CID00261,0.13694519,Low Risk,Drawdown
CID00082,0.13690937,Low Risk,Avg_Trade_Return
CID01603,0.13674141,Low Risk,Account_Age
CID01796,0.13635844,Low Risk,Login_30D
CID00812,0.13626635,Low Risk,Engagement_Score
CID00725,0.13624609,Low Risk,Account_Age
CID01970,0.13622575,Low Risk,Avg_Trade_Return
CID01375,0.13619444,Low Risk,Trades_30D
CID01835,0.13616681,Low Risk,Win_Rate
CID01564,0.13615514,Low Risk,Login_Drop_Percent
CID00749,0.13609153,Low Risk,Win_Rate
CID00369,0.1358011,Low Risk,Avg_Trade_Return
CID00009,0.13578437,Low Risk,Avg_Trade_Return
CID01330,0.13577224,Low Risk,Avg_Trade_Return
CID00716,0.13566431,Low Risk,Drawdown
CID01748,0.1356603,Low Risk,Win_Rate
CID00288,0.13563669,Low Risk,Account_Age
CID00491,0.13563381,Low Risk,Email_Open_Rate
CID01477,0.1356106,Low Risk,Win_Rate
CID01278,0.13559979,Low Risk,Engagement_Score
CID00184,0.135514,Low Risk,Login_Drop_Percent
CID01940,0.13546541,Low Risk,Email_Open_Rate
CID00355,0.13540493,Low Risk,Avg_Trade_Return
CID00361,0.13525964,Low Risk,Avg_Trade_Return
CID01599,0.1351313,Low Risk,Avg_Trade_Return
CID01991,0.13510667,Low Risk,Email_Open_Rate
CID00773,0.13510038,Low Risk,Win_Rate
CID00677,0.13500161,Low Risk,Win_Rate
CID00916,0.13455397,Low Risk,Avg_Trade_Return
CID00854,0.13455142,Low Risk,Win_Rate
CID01552,0.13447772,Low Risk,Win_Rate
CID01130,0.13444611,Low Risk,Engagement_Score
CID00289,0.13440731,Low Risk,Avg_Trade_Return
CID00142,0.13440575,Low Risk,Engagement_Score
CID00947,0.1343733,Low Risk,PnL_Percent
CID00220,0.13435999,Low Risk,Trade_Drop_Percent
CID01736,0.13423578,Low Risk,Avg_Trade_Return
CID00091,0.13416976,Low Risk,Email_Open_Rate
CID01231,0.13403416,Low Risk,Avg_Trade_Return
CID01957,0.13397671,Low Risk,Win_Rate
CID00106,0.13369067,Low Risk,Win_Rate
CID00079,0.13365114,Low Risk,Win_Rate
