Customer_ID,Account_Age,Segment,Trades_7D,Trades_30D,Login_7D,Login_30D,Deposits,Withdrawals,Portfolio_Value,Invested_Amount,Avg_Trade_Return,Win_Rate,Drawdown,Email_Open_Rate,Push_Click_Rate,Exit_Label
CID00486,16,Retail,1,4,6,12,717.46,266.87,5145.12,3574.55,0.03421,0.6796,0.0957,0.2053,0.091,1
CID00487,59,Active Trader,14,72,15,39,31438.71,6406.76,154737.39,153214.44,-0.02168,0.2237,0.0715,0.0593,0.2443,0
CID00488,5,Retail,0,7,6,20,4352.77,3102.28,21586.11,17874.99,-0.01766,0.4024,0.0747,0.1716,0.014,1
CID00489,44,Retail,2,3,2,17,3438.49,935.68,9878.52,11106.11,-0.0156,0.3738,0.209,0.5158,0.051,0
CID00490,35,Retail,2,6,2,19,19470.57,12134.09,132255.34,97433.4,-0.01985,0.4396,0.1186,0.2304,0.228,0
CID00491,41,Retail,1,6,5,11,4247.97,957.64,14825.02,13246.06,0.02006,0.3562,0.1408,0.1925,0.165,0
CID00492,9,Retail,2,10,3,12,2529.17,1111.54,7089.77,6303.95,-0.01011,0.4022,0.0477,0.4602,0.1613,0
CID00493,26,Active Trader,21,69,16,43,14665.2,5456.98,33273.28,35237.32,0.02514,0.6873,0.2205,0.3779,0.0907,0
CID00494,69,HNI,8,21,5,19,617817.61,105177.73,737272.75,597353.57,-0.00963,0.4105,0.0147,0.5627,0.3747,0
CID00495,42,Active Trader,17,61,16,47,21218.63,5563.35,67989.55,75787.75,-0.01682,0.5006,0.1256,0.2044,0.1292,1
CID00496,9,Retail,4,12,3,7,23233.55,5523.33,67846.84,53735.19,0.027,0.3814,0.2424,0.4533,0.1364,1
CID00497,34,Retail,1,6,4,9,1835.92,76.9,9275.32,6030.1,-6e-05,0.4784,0.0185,0.3374,0.2431,0
CID00498,41,HNI,3,17,3,10,882786.49,167289.75,1864631.79,2104213.43,0.00395,0.159,0.1605,0.5038,0.1385,1
CID00499,23,Retail,1,4,3,15,3748.83,1255.03,39674.09,29173.98,0.02485,0.6961,0.253,0.1396,0.0538,0
CID00500,77,HNI,6,17,6,16,55199.97,18411.66,313218.92,310606.65,0.00502,0.6263,0.1178,0.0774,0.2237,0
CID00501,37,Retail,4,9,4,12,3902.82,794.32,22053.08,20892.38,0.00053,0.5716,0.1067,0.1516,0.33,0
CID00502,10,Retail,4,7,3,11,2666.74,1149.29,21307.91,15699.53,-0.02596,0.8785,0.1278,0.1929,0.0395,0
CID00503,24,Retail,2,6,4,14,5055.41,545.32,24716.88,26815.05,0.01026,0.2839,0.0939,0.4183,0.2002,0
CID00504,1,Retail,2,6,5,20,5348.08,2667.45,33054.12,33333.39,0.02026,0.5507,0.2415,0.2212,0.2459,1
CID00505,17,Active Trader,20,68,13,37,36753.16,20595.81,197198.93,118662.88,0.03973,0.2705,0.1382,0.5729,0.2044,0
CID00506,5,Active Trader,22,61,9,51,15016.36,8190.76,49945.48,39417.35,0.00264,0.4621,0.087,0.0254,0.2025,0
CID00507,36,Active Trader,18,58,14,51,35686.52,7173.79,86518.04,96632.4,0.0233,0.6613,0.1211,0.4204,0.0395,1
CID00508,35,Active Trader,25,58,4,42,37507.47,20938.21,76267.25,71542.92,-0.00787,0.6297,0.1368,0.1325,0.2972,0
CID00509,15,Retail,2,11,3,20,16459.49,3074.49,33714.82,29872.49,0.0068,0.6195,0.2226,0.1264,0.0537,0
CID00510,1,Retail,0,5,4,22,4463.07,917.89,6943.13,7115.85,0.006,0.5302,0.0885,0.3564,0.0789,0
CID00511,14,Retail,2,10,4,15,5635.86,1759.56,36763.32,26938.46,0.00849,0.6951,0.1798,0.0732,0.167,0
CID00512,73,HNI,2,18,2,15,584138.54,115893.43,2474690.02,2398408.8,0.01697,0.6645,0.1259,0.342,0.0238,0
CID00513,31,Retail,1,5,4,11,17576.77,2595.87,31576.78,33647.77,0.0214,0.3341,0.3144,0.5429,0.3696,0
CID00514,20,Retail,0,5,2,14,10536.97,2525.44,36114.19,33081.61,0.04296,0.5731,0.0296,0.1556,0.1072,0
CID00515,27,Retail,2,12,4,17,12603.7,1017.75,51240.85,36753.99,-0.00117,0.1626,0.1725,0.3083,0.2178,1
CID00516,27,Retail,1,8,3,11,1299.02,483.57,7473.66,6585.1,-0.00545,0.5867,0.237,0.263,0.0771,0
CID00517,20,Active Trader,12,61,13,35,7680.05,2093.55,28881.67,24218.74,0.0088,0.2723,0.1122,0.1712,0.3001,1
CID00518,34,Retail,3,10,3,15,4311.48,1839.96,8631.44,7557.59,-0.023,0.4592,0.2409,0.2791,0.0151,0
CID00519,12,Retail,2,7,1,18,7294.54,1320.31,38029.67,36335.25,0.01054,0.6618,0.1734,0.194,0.233,0
CID00520,25,Retail,1,9,2,16,2871.09,120.99,9585.68,9919.32,-0.00025,0.3563,0.0948,0.4691,0.1346,1
CID00521,57,Active Trader,16,58,21,40,108026.1,3454.86,187375.68,191391.4,0.01246,0.7008,0.1449,0.236,0.2749,0
CID00522,16,Active Trader,20,51,13,34,41331.47,5861.71,182838.81,202699.27,-0.01012,0.4317,0.206,0.3586,0.3445,0
CID00523,55,Active Trader,23,68,14,37,69724.94,31061.55,250525.54,250378.11,0.01703,0.685,0.0848,0.5546,0.2547,0
CID00524,20,Retail,1,5,5,15,3865.03,1323.03,26521.84,16193.33,0.01374,0.6955,0.2288,0.1514,0.07,0
CID00525,69,HNI,10,15,0,10,96677.81,10411.52,566330.94,344701.48,-0.0023,0.2458,0.1378,0.308,0.2298,1
CID00526,24,Active Trader,18,64,10,29,41449.37,10007.79,138370.86,109025.27,-0.00078,0.5618,0.0788,0.1175,0.2869,0
CID00527,38,Retail,2,6,5,17,11523.49,6274.39,47576.34,37612.66,0.00376,0.7182,0.1426,0.2304,0.0384,0
CID00528,41,HNI,1,10,8,14,60250.39,867.0,285233.39,257748.92,0.03084,0.6056,0.1485,0.2128,0.122,1
CID00529,49,Retail,2,8,0,12,28111.34,2897.65,95008.86,78893.48,-0.00927,0.5681,0.1321,0.1189,0.4113,0
CID00530,21,Active Trader,15,69,14,40,6913.11,3951.8,44736.3,34429.5,0.00573,0.5576,0.2627,0.4003,0.1346,0
CID00531,58,HNI,8,17,4,16,188523.73,74372.38,396001.5,277312.25,-0.00884,0.3597,0.1066,0.6015,0.2998,1
CID00532,43,Retail,2,6,1,16,10460.44,2531.01,14217.45,14248.87,0.01232,0.703,0.1717,0.5954,0.3978,0
CID00533,28,Retail,0,14,3,10,9071.81,1752.23,50358.25,55357.21,0.01572,0.8119,0.1042,0.283,0.4916,0
CID00534,23,Active Trader,22,59,17,44,101820.77,56682.57,215023.87,221126.36,0.0121,0.5395,0.1142,0.511,0.0695,0
CID00535,45,Retail,3,5,3,14,8901.95,1193.5,24607.55,27869.91,-0.00971,0.7703,0.2694,0.129,0.0751,0
CID00536,13,Retail,3,9,6,9,7079.46,1927.11,41156.75,29188.25,-0.01142,0.5703,0.1583,0.3798,0.1053,0
CID00537,33,Active Trader,15,52,18,36,22884.65,14146.76,104752.78,76250.88,0.00685,0.3352,0.2296,0.2218,0.25,1
CID00538,65,Active Trader,14,51,10,34,24425.66,21032.54,55020.47,36828.53,0.00155,0.4323,0.1345,0.1986,0.0964,0
CID00539,40,Active Trader,16,55,6,47,23292.17,2392.76,139726.54,102867.43,-0.00713,0.5556,0.0515,0.5797,0.0724,0
CID00540,20,Active Trader,17,52,8,46,20818.37,2599.41,35964.29,36787.88,0.02261,0.3273,0.1456,0.3964,0.0686,0
CID00541,28,Retail,5,13,3,10,30602.93,15403.09,53629.87,36933.83,-0.0019,0.419,0.1155,0.6778,0.0484,0
CID00542,26,Retail,2,7,6,13,3302.31,271.88,10698.91,9444.24,0.00121,0.7702,0.031,0.5032,0.1,0
CID00543,45,Retail,1,10,3,16,15219.23,8440.63,31026.7,34326.04,0.0257,0.9518,0.0901,0.346,0.2861,1
CID00544,8,Retail,2,7,1,15,20653.52,9818.07,39118.28,25148.59,0.01456,0.224,0.0906,0.0563,0.1299,0
CID00545,14,Retail,4,9,4,10,1761.6,548.82,5870.25,4762.97,0.024,0.3489,0.1928,0.5125,0.1957,1
CID00546,45,HNI,5,18,5,11,36524.99,13402.6,450896.26,297702.06,0.0223,0.4621,0.1776,0.4622,0.3227,1
CID00547,30,Active Trader,17,58,12,45,39200.93,11907.53,133325.06,113427.33,-0.02989,0.7822,0.1997,0.1691,0.2247,1
CID00548,11,Retail,3,6,6,17,7710.36,1413.84,22547.26,21742.97,-0.01598,0.6991,0.1519,0.5325,0.026,0
CID00549,14,Active Trader,26,58,7,31,132527.78,39132.58,180687.42,143844.93,0.03245,0.6245,0.2565,0.1978,0.2263,0
CID00550,51,Active Trader,22,61,12,36,98509.47,15131.34,217411.57,232076.26,0.01494,0.4286,0.1117,0.4143,0.202,0
CID00551,34,Retail,1,5,2,13,6024.31,514.95,19082.7,12244.47,-0.0033,0.3997,0.2027,0.2719,0.2408,1
CID00552,24,Retail,2,9,7,13,2285.53,821.43,15435.83,10700.4,0.01409,0.7601,0.1199,0.3251,0.376,0
CID00553,28,Active Trader,17,59,15,40,29327.86,8898.25,169671.89,190876.26,0.01869,0.4085,0.0685,0.1106,0.5311,0
CID00554,52,Active Trader,21,58,14,45,31095.81,12436.77,99926.48,68718.72,0.00827,0.6394,0.1459,0.4446,0.1579,0
CID00555,1,Active Trader,17,56,7,45,18155.18,945.38,31934.31,32773.03,0.02187,0.4636,0.2057,0.2735,0.2407,0
CID00556,23,Active Trader,14,55,13,59,54955.48,30795.73,112865.66,112832.54,-0.00011,0.5267,0.1074,0.1911,0.2407,0
CID00557,26,Active Trader,20,63,7,37,6568.53,2637.88,46876.91,39327.16,-0.01448,0.7874,0.1663,0.4564,0.0253,1
CID00558,13,Retail,0,7,9,11,1170.42,48.95,10522.59,6672.83,0.00652,0.5789,0.0673,0.1986,0.3002,0
CID00559,11,Retail,2,7,3,16,4027.1,658.74,15478.09,11812.62,0.00582,0.5238,0.1035,0.2062,0.2489,0
CID00560,67,Active Trader,16,61,7,41,3114.72,458.08,11999.67,9843.93,0.00512,0.6844,0.1534,0.0852,0.0453,0
CID00561,38,Active Trader,16,69,14,39,191445.86,33911.54,297195.04,307320.71,-0.01372,0.752,0.1853,0.1452,0.2001,0
CID00562,30,Active Trader,16,53,10,37,25211.26,2014.88,75461.13,81170.41,0.01412,0.7117,0.0149,0.2238,0.1015,0
CID00563,36,Active Trader,18,65,12,37,10796.68,2427.15,36148.77,29708.73,0.01624,0.4265,0.1402,0.4574,0.2349,1
CID00564,32,HNI,3,17,2,13,1354870.03,174515.33,1392227.98,1401238.78,0.0262,0.3638,0.0903,0.5353,0.1229,0
CID00565,32,Retail,2,4,1,15,463.13,120.04,6440.12,4994.09,-0.00359,0.3625,0.2604,0.1725,0.326,0
CID00566,39,Active Trader,12,52,7,34,15985.73,2063.63,94046.67,103429.13,-0.00148,0.3775,0.1437,0.2226,0.2001,0
CID00567,9,Retail,3,4,6,8,6363.05,1880.91,26129.51,22393.56,0.01128,0.2549,0.0222,0.4668,0.1143,1
CID00568,48,HNI,5,19,4,12,225377.32,75122.8,366251.53,299577.01,0.0083,0.8496,0.226,0.2955,0.3326,0
CID00569,25,Retail,3,6,6,16,8213.88,3943.56,19853.41,18299.02,0.01359,0.3048,0.119,0.4378,0.1459,1
CID00570,37,Active Trader,17,50,16,40,10986.06,1832.65,49836.42,35404.2,-0.00945,0.3818,0.2157,0.3437,0.0746,1
CID00571,22,Active Trader,23,47,15,42,75920.82,2777.79,271561.67,295027.96,-0.01053,0.7468,0.2254,0.1168,0.2272,0
CID00572,51,Retail,4,6,6,14,22849.52,7132.62,72839.93,80968.34,-0.00757,0.3308,0.059,0.3652,0.3594,0
CID00573,17,Retail,3,10,4,15,1905.59,547.02,14508.87,13947.09,-0.02696,0.5742,0.0787,0.2388,0.237,0
CID00574,18,Active Trader,20,49,18,39,18347.68,7160.67,97686.7,109805.09,0.0009,0.5024,0.0729,0.3356,0.1377,0
CID00575,33,Retail,0,8,5,18,5661.67,1983.97,23150.51,18557.37,0.00867,0.4484,0.0058,0.2873,0.4888,1
CID00576,28,Retail,1,11,5,26,2439.99,279.8,18792.91,20297.83,0.03173,0.6739,0.1583,0.2423,0.1386,0
CID00577,1,Active Trader,22,68,9,34,26133.51,5201.37,244325.09,156543.29,-0.00739,0.5983,0.1209,0.2722,0.1147,0
CID00578,52,Active Trader,21,59,14,47,14220.65,677.91,80932.74,63700.39,0.00149,0.5152,0.0997,0.152,0.1636,0
CID00579,19,Retail,1,8,6,16,1126.55,23.63,10585.35,8131.48,0.00323,0.4488,0.1109,0.0431,0.314,0
CID00580,26,Active Trader,13,63,15,32,70409.65,7040.42,191804.86,146595.18,-0.01672,0.3452,0.0979,0.7185,0.1871,1
CID00581,46,Retail,2,10,2,14,8489.56,1147.78,47763.57,32921.96,-0.00107,0.6182,0.0561,0.1993,0.3716,0
CID00582,52,Active Trader,22,55,11,36,11846.3,1631.41,83530.58,74022.73,0.00237,0.4761,0.1453,0.4346,0.4038,0
CID00583,31,Active Trader,17,70,9,43,118975.27,7914.85,551761.22,387531.51,0.01616,0.4677,0.0745,0.3934,0.1996,1
CID00584,34,Retail,3,9,4,11,991.8,354.5,6913.11,5457.99,-0.00015,0.2451,0.1897,0.2562,0.1474,0
CID00585,14,Retail,1,5,3,16,6712.65,3911.24,26337.88,16643.34,0.02283,0.4789,0.1391,0.1692,0.152,0
CID00586,10,Retail,0,4,4,11,2972.2,1519.04,12811.65,8922.7,-0.0092,0.4977,0.056,0.3473,0.4461,1
CID00587,11,Retail,3,7,3,15,7807.15,1027.41,42760.88,36584.3,0.00672,0.4699,0.0739,0.3465,0.3047,0
CID00588,41,Retail,2,10,2,16,3634.63,900.43,22645.55,14668.88,0.03216,0.395,0.0585,0.1648,0.082,0
CID00589,12,Retail,1,11,2,10,10943.22,2440.1,24023.18,21612.94,0.02056,0.5643,0.069,0.734,0.065,0
CID00590,39,Active Trader,20,77,13,39,116193.17,48160.89,149878.34,169214.89,-0.00186,0.3832,0.0857,0.2466,0.4465,0
CID00591,23,Active Trader,19,58,8,40,18148.39,12779.62,38683.2,24689.89,0.0446,0.4055,0.193,0.496,0.2309,0
CID00592,46,Retail,0,8,3,17,413.02,34.88,2284.3,1735.25,0.02508,0.556,0.2297,0.1192,0.0556,0
CID00593,35,Retail,4,4,3,16,16100.35,4370.2,92784.59,64485.48,-0.00198,0.5365,0.2501,0.2456,0.1619,1
CID00594,80,HNI,8,15,5,17,85230.14,28541.91,609960.54,367884.6,0.01175,0.4814,0.017,0.1132,0.2245,0
CID00595,9,Active Trader,13,61,13,44,15369.8,1631.85,64706.7,39914.83,0.01318,0.7699,0.0574,0.4005,0.249,0
CID00596,27,Active Trader,26,70,8,45,5945.17,1110.05,16845.3,18588.76,0.00868,0.4737,0.1784,0.2884,0.0277,0
CID00597,22,Retail,2,5,5,16,1715.69,1006.38,6633.0,7469.64,-0.01094,0.3907,0.1732,0.5207,0.1744,1
CID00598,42,Retail,2,7,2,13,6966.65,1110.61,16242.12,16004.74,0.0224,0.7251,0.1366,0.687,0.3335,0
CID00599,16,Active Trader,18,77,9,42,139057.4,7526.5,97614.62,89166.09,-0.02386,0.7167,0.0779,0.602,0.1251,0
CID00600,56,HNI,2,19,4,11,121749.41,46524.01,617858.94,539950.46,0.0036,0.7042,0.1335,0.3074,0.0257,1
CID00601,53,Active Trader,23,52,11,35,18579.93,6291.7,77497.99,47746.88,0.0218,0.4631,0.2276,0.192,0.1909,0
CID00602,52,Active Trader,22,55,11,33,48399.54,34923.52,192308.19,182178.17,0.00396,0.6965,0.1228,0.1229,0.1702,0
CID00603,16,Retail,1,6,5,16,4907.08,1413.71,15173.38,15470.11,0.02002,0.5325,0.1929,0.6016,0.3298,0
CID00604,1,Retail,6,10,5,14,800.8,104.14,4409.59,4523.91,-0.01012,0.3681,0.0181,0.4883,0.1335,1
CID00605,39,Retail,1,3,6,18,22322.14,3366.05,57146.66,52279.51,0.02748,0.7533,0.16,0.2315,0.2467,0
CID00606,21,Retail,2,4,3,13,5219.41,836.14,14178.12,16158.94,0.01688,0.4977,0.1133,0.0912,0.2132,0
CID00607,106,HNI,2,18,4,11,304286.81,63073.09,900404.83,768898.55,0.01117,0.5303,0.1227,0.3339,0.1418,0
CID00608,63,Active Trader,15,55,7,41,21724.71,8997.31,164564.2,106703.9,0.01284,0.6175,0.0483,0.3403,0.5639,0
CID00609,39,Active Trader,18,53,10,50,48062.86,14688.55,227618.87,252156.35,0.00511,0.4077,0.2002,0.2706,0.0453,0
CID00610,36,Retail,1,7,1,13,4604.67,101.89,20093.39,13199.39,0.01716,0.2791,0.1306,0.0431,0.1763,1
CID00611,44,Active Trader,16,65,13,48,7152.14,715.31,32141.54,22700.0,-0.01361,0.3441,0.0735,0.0896,0.2897,0
CID00612,28,Active Trader,20,66,10,38,44518.56,14120.75,104960.32,99524.99,0.00489,0.6233,0.0083,0.1305,0.1344,0
CID00613,35,Active Trader,15,64,14,31,194495.33,93004.18,265566.38,284934.43,0.01535,0.6328,0.2575,0.0475,0.1443,0
CID00614,62,Active Trader,17,56,15,39,140544.55,70097.47,403620.16,403533.43,0.00423,0.4577,0.2201,0.0811,0.0251,0
CID00615,34,Retail,4,7,5,11,12622.21,6169.51,37860.27,42405.36,0.00294,0.2581,0.1348,0.0823,0.1317,0
CID00616,66,Active Trader,16,59,10,35,15597.55,7736.89,155836.03,96344.85,-0.02648,0.657,0.2009,0.4322,0.2551,0
CID00617,44,Active Trader,14,51,17,44,21392.21,4188.62,68361.74,53581.03,0.00035,0.6505,0.1036,0.217,0.2317,0
CID00618,33,Active Trader,18,67,11,38,18787.3,3789.6,103034.33,66389.3,-0.01368,0.4696,0.0606,0.1084,0.4921,1
CID00619,33,Retail,3,9,5,14,22255.68,5974.8,112337.82,91189.73,0.00236,0.4045,0.15,0.6417,0.1264,0
CID00620,40,Retail,1,7,2,6,30647.21,1923.43,50195.48,40033.89,0.00292,0.5014,0.245,0.2751,0.1938,0
CID00621,18,Retail,3,5,4,18,5786.12,1464.54,27513.27,20033.74,0.02126,0.6276,0.1266,0.3329,0.0892,0
CID00622,8,Retail,2,10,2,18,2986.68,1528.42,37984.36,42318.69,0.01647,0.5307,0.0192,0.6824,0.1735,0
CID00623,20,Retail,3,9,4,18,3025.77,393.54,8162.15,7617.14,0.00073,0.7383,0.079,0.1886,0.0145,0
CID00624,6,Retail,2,9,2,9,7610.09,1762.45,35871.06,27944.5,-0.01002,0.4029,0.1324,0.4802,0.3941,0
CID00625,58,HNI,5,18,5,9,567463.14,9878.88,2049313.81,2169325.55,0.00744,0.6887,0.1025,0.1004,0.3692,0
CID00626,24,Retail,2,8,2,12,3428.48,297.05,12702.99,13318.3,0.00392,0.2353,0.2134,0.2198,0.1219,0
CID00627,38,Active Trader,11,51,17,38,200945.19,129942.66,263220.81,214640.7,0.0072,0.5299,0.1184,0.4126,0.02,0
CID00628,69,HNI,5,22,4,20,180107.73,33478.99,1472083.7,1336178.16,0.017,0.4156,0.1449,0.6429,0.1063,0
CID00629,43,Active Trader,14,68,12,40,42532.32,1814.68,79147.09,69156.15,-0.01232,0.3503,0.1781,0.2544,0.0983,0
CID00630,14,Retail,1,6,5,14,2613.6,111.34,21304.13,20948.76,0.00258,0.4493,0.0126,0.4675,0.3388,0
CID00631,17,Retail,2,8,2,11,19036.59,8267.53,29082.32,32742.4,-0.00248,0.3713,0.051,0.4587,0.2101,1
CID00632,32,Retail,3,5,3,15,2167.17,431.52,8288.07,5685.14,-0.0011,0.2797,0.0252,0.3166,0.1806,0
CID00633,48,Retail,5,6,7,18,3752.09,524.59,17451.02,16069.12,-0.00824,0.4626,0.0377,0.0555,0.0667,0
CID00634,35,Retail,0,6,5,9,2490.92,1344.81,21290.44,17085.21,0.01815,0.7012,0.1425,0.1379,0.1213,0
CID00635,36,Retail,2,5,8,19,2956.07,1721.29,8985.08,7298.23,0.01003,0.6095,0.1344,0.2334,0.0935,0
CID00636,20,Retail,2,6,7,7,6262.02,1808.51,25449.43,19490.1,-0.0099,0.5659,0.1855,0.0226,0.2869,0
CID00637,33,Retail,3,6,2,17,36531.47,7115.96,129857.93,120743.19,-0.00035,0.4841,0.2746,0.1542,0.0184,0
CID00638,32,Retail,2,10,5,14,3632.61,900.58,10316.51,8496.9,0.03572,0.6524,0.0849,0.3589,0.4485,0
CID00639,39,Retail,1,10,3,15,2238.44,198.67,21742.28,21446.04,-0.00352,0.4152,0.1115,0.0823,0.355,0
CID00640,29,Active Trader,10,56,12,45,21944.29,10376.29,180868.6,174215.89,-0.0318,0.5946,0.1645,0.3795,0.1687,0
CID00641,6,Retail,1,3,4,15,58252.9,20591.98,112523.07,103065.51,-0.01342,0.5525,0.0425,0.1575,0.1209,1
CID00642,31,Active Trader,14,52,13,42,28893.82,5836.48,91199.09,80841.23,-0.01386,0.7316,0.2502,0.192,0.0785,0
CID00643,26,Active Trader,34,53,12,34,5314.58,1776.23,66134.46,46485.21,0.02766,0.3558,0.0796,0.0904,0.1412,0
CID00644,1,HNI,2,17,4,11,216894.98,49042.79,697192.86,625892.02,0.02391,0.659,0.0857,0.1887,0.1949,0
CID00645,35,Retail,1,6,2,11,3811.99,236.03,17761.52,17583.27,0.01594,0.6401,0.099,0.113,0.1832,0
CID00646,18,Retail,3,9,2,15,910.02,4.89,9643.53,9507.37,0.02046,0.3316,0.2525,0.3698,0.1189,0
CID00647,59,HNI,7,22,1,16,476596.26,64638.85,1768661.85,1154455.68,0.01293,0.5236,0.1944,0.2591,0.2385,0
CID00648,29,Retail,0,10,4,21,7420.34,4219.58,17975.83,18330.51,0.0417,0.3194,0.2153,0.3502,0.1455,0
CID00649,28,HNI,7,21,4,16,221116.83,19437.65,569116.01,615676.22,-0.01245,0.1622,0.0573,0.1245,0.184,0
CID00650,12,Retail,1,3,1,6,7912.34,763.08,18270.97,16670.9,-0.00862,0.1531,0.1158,0.2684,0.0146,0
CID00651,49,Active Trader,17,62,12,42,22061.67,3065.46,159350.07,107947.99,0.02601,0.6379,0.2539,0.2523,0.4042,0
CID00652,20,Active Trader,16,59,17,30,8393.2,5802.98,41469.93,40210.58,0.01112,0.8505,0.1345,0.1084,0.0932,0
CID00653,68,Active Trader,21,47,8,39,12763.94,4978.48,113601.33,70684.33,-0.00442,0.4973,0.1193,0.3459,0.1358,0
CID00654,25,Active Trader,10,52,13,38,15964.42,1027.3,64330.49,47487.1,-0.0002,0.7073,0.1649,0.3398,0.0437,0
CID00655,3,Retail,3,8,2,15,20352.21,8556.12,54735.61,52839.89,0.03952,0.5088,0.1904,0.2853,0.2306,0
CID00656,41,Retail,5,9,3,10,3605.53,131.08,12558.62,9237.76,0.01952,0.5379,0.1921,0.1562,0.1197,0
CID00657,69,HNI,5,16,5,15,36884.28,10804.82,387843.34,249148.67,0.01954,0.5367,0.1867,0.2213,0.1427,0
CID00658,38,Retail,2,5,6,13,13925.54,969.87,38981.91,37563.61,0.01985,0.3464,0.1451,0.3006,0.0977,1
CID00659,1,Retail,0,4,5,14,13041.77,7153.76,46405.61,28783.44,0.02437,0.8233,0.1417,0.593,0.5601,0
CID00660,30,Retail,5,6,5,16,7908.52,144.38,23639.98,25586.95,0.01419,0.4192,0.0934,0.3262,0.0442,0
CID00661,58,Active Trader,20,59,13,39,82504.12,9590.52,217451.76,200062.81,0.0062,0.6581,0.1998,0.1612,0.4036,0
CID00662,48,Retail,2,10,3,20,3286.48,458.59,9574.87,7353.68,-0.01904,0.7686,0.1482,0.1104,0.2677,0
CID00663,33,Active Trader,17,51,14,34,22477.14,9728.48,79885.63,74849.7,-0.00394,0.3252,0.1026,0.3148,0.1327,1
CID00664,1,Retail,2,7,3,10,3473.21,315.54,21606.77,12965.55,-0.00228,0.5019,0.0792,0.5365,0.1251,1
CID00665,40,Active Trader,11,59,7,43,92016.55,6027.43,241429.63,275828.18,0.02306,0.3298,0.0375,0.4974,0.2864,0
CID00666,43,Active Trader,19,56,9,36,23218.84,5447.05,60372.79,37617.41,0.0117,0.3994,0.1336,0.1746,0.5361,0
CID00667,38,Retail,2,7,4,22,1910.09,913.45,17533.58,10840.7,0.00392,0.6229,0.0145,0.2146,0.4996,0
CID00668,62,Active Trader,19,64,15,36,21037.87,16342.36,107643.0,66296.09,0.00652,0.6112,0.1548,0.3082,0.2097,0
CID00669,48,Retail,1,7,3,16,4218.38,949.97,17468.29,10569.55,-0.00588,0.6712,0.2509,0.4436,0.1744,0
CID00670,76,Active Trader,17,85,17,40,244984.66,94858.49,242745.46,252436.35,0.02126,0.6147,0.1671,0.4205,0.24,0
CID00671,1,Retail,1,10,2,12,3987.41,844.62,35821.53,24140.97,0.01532,0.4986,0.0609,0.3613,0.3788,0
CID00672,38,Active Trader,18,71,10,47,14006.99,1421.17,30057.11,28322.01,-0.00986,0.5157,0.1404,0.6891,0.0931,0
CID00673,40,Active Trader,21,53,10,36,103202.52,47532.26,356353.08,267980.88,-0.00786,0.3915,0.0199,0.195,0.5032,0
CID00674,75,HNI,4,10,2,12,84912.37,6136.65,537339.74,577153.84,0.01351,0.6963,0.0439,0.2565,0.1551,0
CID00675,8,Retail,1,5,5,16,29358.13,1566.12,45386.71,50109.13,0.01208,0.2244,0.0557,0.0907,0.1967,1
CID00676,39,Retail,1,3,5,13,3384.47,836.17,5271.69,3565.41,0.00674,0.3068,0.139,0.3201,0.0881,0
CID00677,56,HNI,5,16,4,15,79746.03,4173.6,360112.19,368680.3,0.01703,0.6017,0.1363,0.3475,0.1859,0
CID00678,26,Active Trader,22,65,13,48,8619.76,331.83,61875.73,50556.05,0.01896,0.5812,0.0998,0.0572,0.3375,1
CID00679,29,Retail,4,11,1,13,7571.84,3245.86,18201.31,17986.78,0.00481,0.7144,0.17,0.1343,0.3456,0
CID00680,53,HNI,7,14,6,15,384094.61,42321.38,1333472.76,843742.99,-0.00027,0.3727,0.208,0.1833,0.112,0
CID00681,15,Retail,0,5,4,15,4882.67,2285.42,23170.19,17156.11,-0.01609,0.3471,0.1102,0.0304,0.3736,0
CID00682,73,HNI,5,22,4,18,80636.16,17197.65,542821.15,596037.28,-0.00322,0.632,0.2248,0.495,0.1759,0
CID00683,29,Active Trader,14,57,12,44,7569.67,2906.0,28184.58,28494.55,0.04051,0.6487,0.2492,0.1985,0.2293,0
CID00684,56,HNI,3,18,7,12,214170.64,12200.74,416942.4,388449.17,-0.00056,0.2217,0.1378,0.1807,0.0178,1
CID00685,9,Retail,1,13,2,18,9262.85,2041.37,16676.6,14911.71,-0.01516,0.8358,0.1538,0.1095,0.1451,0
CID00686,28,Retail,1,6,5,7,5653.43,2191.78,16085.52,18170.77,0.00356,0.5544,0.1071,0.2522,0.1005,0
CID00687,27,Retail,2,4,3,9,1660.46,235.04,21831.79,14161.09,0.0049,0.8435,0.1029,0.1236,0.0575,1
CID00688,50,Retail,0,6,6,13,2146.9,13.08,14829.57,10607.94,-0.01471,0.5244,0.1065,0.2046,0.056,0
CID00689,36,Retail,1,7,3,11,10835.33,1302.13,32254.67,24431.25,0.00872,0.7475,0.0381,0.1542,0.2739,0
CID00690,22,Retail,2,7,4,9,44316.36,4004.71,78073.89,63106.29,0.0049,0.6985,0.0992,0.3989,0.251,1
CID00691,63,HNI,5,19,2,11,334230.19,78651.54,969392.8,865663.4,-0.01628,0.589,0.1459,0.3519,0.0082,0
CID00692,17,Active Trader,11,61,10,36,6821.98,1219.89,43645.52,32068.07,-0.01242,0.5042,0.1944,0.0594,0.3226,0
CID00693,56,Retail,4,14,4,12,7062.35,330.49,15040.57,15241.95,0.00778,0.5871,0.1217,0.0867,0.1533,0
